5.000000000000000000e+00
1.000000000000000000e+01
1.500000000000000000e+01
2.000000000000000000e+01
2.500000000000000000e+01
3.200000000000000000e+01
3.900000000000000000e+01
4.600000000000000000e+01
5.600000000000000000e+01
6.600000000000000000e+01
7.600000000000000000e+01
9.600000000000000000e+01
1.160000000000000000e+02
1.360000000000000000e+02
1.560000000000000000e+02
1.760000000000000000e+02
1.960000000000000000e+02
2.310000000000000000e+02
2.660000000000000000e+02
3.010000000000000000e+02
3.360000000000000000e+02
3.710000000000000000e+02
4.060000000000000000e+02
4.410000000000000000e+02
8.820000000000000000e+02
